Iter = 1, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00117
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.03449
Iter = 5, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.12099
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.08793
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.08582
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.10094
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08168
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06746
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06058
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07842
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08240
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08661
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.09328
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.20083
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.04003
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.10794
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.11431
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.10000
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.06345
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.03467
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.05504
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.06492
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.05257
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.12413
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.07495
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.03472
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.02321
Iter = 5, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02232
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.02209
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.01964
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.02089
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04181
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04214
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02424
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01596
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01764
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01443
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01393
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.04190
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.00567
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.06946
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.04060
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 9, p-value = 0.03335
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.01755
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.00697
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.00887
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 11, p-value = 0.00274
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.01546
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.12313
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 8, p-value = 0.05733
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 7, p-value = 0.02382
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.02251
Iter = 5, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.12099
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.08793
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.08582
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.10094
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08168
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06746
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06058
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07842
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08240
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08661
Iter = 5, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.09328
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.20083
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.04003
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.10794
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.11431
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.10000
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.06345
Iter = 5, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.03467
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.05504
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.06492
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.05257
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.12413
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.07495
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.03472
Iter = 5, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.02321
Iter = 1, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00117
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Overall Survival, Number of Groups = 10, p-value = 0.00975
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Overall Survival, Number of Groups = 9, p-value = 0.00441
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Overall Survival, Number of Groups = 6, p-value = 0.02485
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Overall Survival, Number of Groups = 6, p-value = 0.04558
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Overall Survival, Number of Groups = 6, p-value = 0.00427
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Overall Survival, Number of Groups = 6, p-value = 0.05835
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00738
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Overall Survival, Number of Groups = 6, p-value = 0.01483
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00801
Iter = 1, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00134
Iter = 1, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Overall Survival, Number of Groups = 11, p-value = 0.00013
Iter = 1, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Overall Survival, Number of Groups = 12, p-value = 0.00044
Iter = 1, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Overall Survival, Number of Groups = 11, p-value = 0.00887
Iter = 1, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Overall Survival, Number of Groups = 10, p-value = 0.01099
Iter = 1, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Overall Survival, Number of Groups = 10, p-value = 0.00644
Iter = 1, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Overall Survival, Number of Groups = 8, p-value = 0.06823
Iter = 1, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Overall Survival, Number of Groups = 8, p-value = 0.12030
Iter = 1, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Overall Survival, Number of Groups = 10, p-value = 0.01420
---------------------------------------------
iteration: 1, PhenoGraph_k: 30, knn_k: 5
[Subset 2, Presentation] Pattern: 134, subgroup_id: 1, HR: 1.2978419695579484, p: 0.006192055108410125
[Subset 2, Presentation] Pattern: 114, subgroup_id: 1, HR: 1.2463425734940496, p: 0.00607033026533655
[Subset 2, Presentation] Pattern: 115, subgroup_id: 1, HR: 1.328235099721866, p: 0.004088511489759
[Subset 2, Presentation] Pattern: 118, subgroup_id: 1, HR: 1.3948278406713788, p: 0.0006431234752009139
[Subset 2, Presentation] Pattern: 63, subgroup_id: 1, HR: 1.2980019977054291, p: 0.002707006494888244
[Subset 2, Existence] Pattern: 132, subgroup_id: 1, HR: 2.8559896087153227, p: 0.0011638600561499075
[Subset 2, Existence] Pattern: 115, subgroup_id: 1, HR: 2.627627686985523, p: 0.0037846786267717474
[Subset 2, Existence] Pattern: 63, subgroup_id: 1, HR: 2.2798614736983165, p: 0.0017842231418169192
[Subset 2, Existence] Pattern: 128, subgroup_id: 1, HR: 3.0554965732158257, p: 0.00037424971788043685
[Jackson, Overall, Presentation] Pattern: 27, subgroup_id: 1, HR: 1.3068641813440212, p: 0.00046169447982943065
[Jackson, Overall, Presentation] Pattern: 63, subgroup_id: 1, HR: 1.3918703514071213, p: 0.00013925833536082352
[Jackson, Overall, Existence] Pattern: 114, subgroup_id: 1, HR: 2.157611004676564, p: 0.005190931739352844
